# time_unit: years
# unit: mm
# scale: 1
# column_names: ymd hms north east up
# columns_index: 0 1 2 3 4
# index_cols: ymd hms
# index_formats: %Y%m%d %H%M%S
20001219 000000	   -3.0229	   11.0511	  -15.1608
20001220 000000	   -4.2515	    9.8254	   -7.5340
20001221 000000	   -3.9801	    8.6696	   -3.3072
20001222 000000	   -3.7788	    8.2939	   -5.0205
20001223 000000	   -4.5074	    8.5382	   -8.7537
20001224 000000	   -6.7060	    7.3224	   -7.6669
20001225 000000	   -5.0746	    8.6067	   -4.8701
20001226 000000	   -6.6532	    8.7810	   -6.1434
20001227 000000	   -9.8818	    9.0952	   -6.9766
20010101 000000	   -3.5548	   14.8466	    5.6573
20010102 000000	   -6.3234	   10.5508	   -2.8059
20010103 000000	   -6.8020	    7.4551	   -2.3792
20010104 000000	   -5.8907	    9.3394	   -5.1424
20010105 000000	   -3.0793	    9.3236	   -9.2156
20010106 000000	  -11.6679	    5.4079	   -8.3988
20010107 000000	   -7.3465	    6.2022	   -3.1321
20010108 000000	   -6.5151	    4.9564	   -9.7153
20010109 000000	   -6.6837	    8.1907	  -14.5285
20010110 000000	   -7.8923	    8.3550	    0.2183
20010111 000000	   -8.5009	   10.2392	    4.4850
20010112 000000	   -4.7195	    8.0135	    0.8918
20010113 000000	   -5.4481	   10.4078	    6.7886
20010114 000000	   -6.4067	    6.2520	   -3.7747
20010115 000000	   -6.5653	    9.1563	   -2.8379
20010116 000000	   -6.3239	    8.6306	    1.6489
20010117 000000	   -4.9626	   11.3648	   -0.0343
20010118 000000	   -7.2812	   11.8791	   -8.4776
20010119 000000	   -8.4798	    9.9634	   -5.9808
20010120 000000	   -8.8084	   11.5576	    2.7760
20010121 000000	   -5.2970	    7.7419	   -2.5872
20010122 000000	   -8.7456	    7.8162	   -0.3805
20010123 000000	   -7.8542	    9.4004	   -5.6037
20010124 000000	   -8.1028	    9.5747	    2.9331
20010125 000000	   -5.8814	    9.5090	    8.6599
20010126 000000	   -9.2900	    4.4732	    2.9766
20010127 000000	   -4.9086	    9.1875	    8.8334
20010128 000000	   -9.6272	    5.8618	    8.2802
20010129 000000	   -8.2858	    7.8760	    6.7970
20010130 000000	   -7.1045	    9.1703	    7.3837
20010131 000000	   -5.0831	    9.7846	    4.9605
20010201 000000	   -7.3417	    8.8088	    8.2273
20010202 000000	   -6.4303	    9.1631	    8.9241
20010203 000000	   -6.5689	    8.9074	    6.2008
20010204 000000	   -9.6975	   10.3116	   -2.0924
20010205 000000	   -6.8561	    4.9659	    2.6544
20010206 000000	   -6.1447	   10.5802	    2.8211
20010207 000000	   -6.7433	   10.7544	    4.3979
20010208 000000	   -5.8119	   10.0587	    2.4447
20010209 000000	   -6.4105	   10.0530	    7.4215
20010210 000000	   -3.2791	    8.1372	    5.0682
20010211 000000	   -5.9477	   10.4215	   -1.8450
20010212 000000	   -6.0264	   11.2058	    1.9718
20010213 000000	   -6.7150	    7.7400	    4.4986
20010214 000000	   -9.0636	    8.5643	    3.2353
20010215 000000	   -9.7722	   13.4586	    3.3721
20010216 000000	  -10.4608	   10.0028	    4.8089
20010217 000000	   -8.2394	   13.0571	   14.6157
20010218 000000	   -8.5480	   11.7314	   -0.1676
20010219 000000	   -4.7166	    9.4656	    2.7692
20010220 000000	   -8.1952	   12.2999	   11.4560
20010221 000000	   -8.2438	   10.7842	    9.3428
20010222 000000	   -5.9424	   11.4484	    4.8895
20010223 000000	   -7.3610	   14.3127	   -3.7737
20010224 000000	   -6.8096	   12.5270	    3.8831
20010225 000000	   -6.3083	    8.3012	    3.0599
20010226 000000	   -5.7769	    8.8455	    4.3166
20010227 000000	   -5.8755	   13.6598	    5.3934
20010228 000000	   -4.6441	   10.1340	    1.1502
20010301 000000	   -8.2827	    9.0283	   -3.4331
20010302 000000	   -7.0213	    8.4926	   -9.3263
20010303 000000	   -5.9799	    8.6768	   -2.6195
20010304 000000	   -6.4385	   11.3811	    0.6073
20010305 000000	   -7.2671	    7.5054	   -1.6460
20010306 000000	   -7.2857	   10.4096	   -5.4492
20010307 000000	   -8.6743	    9.6339	  -11.3324
20010308 000000	   -6.9829	   11.3182	  -11.6756
20010309 000000	   -4.9215	    6.1824	   -8.4689
20010310 000000	   -4.0402	   10.2767	   -7.6821
20010311 000000	   -5.7488	   11.6610	   -6.9953
20010312 000000	   -3.6574	   13.1852	   -3.8585
20010313 000000	   -6.4460	    9.9495	    1.6482
20010314 000000	   -4.8546	    7.7938	   -5.6550
20010315 000000	   -4.7432	   11.9480	  -10.5882
20010316 000000	   -4.4518	    8.7823	   -2.2714
20010317 000000	   -6.4704	    9.0366	   -0.3647
20010318 000000	   -8.2890	   12.8608	   -2.8679
20010319 000000	   -7.6476	   12.3051	   -1.4611
20010320 000000	   -7.0862	   12.5394	    8.6057
20010321 000000	  -10.7048	   11.3936	    0.2724
20010322 000000	   -8.2134	    7.2379	   -2.4508
20010323 000000	   -5.1421	    9.9022	   -2.8740
20010324 000000	   -3.9207	    9.9964	   -4.9673
20010325 000000	   -2.5593	   10.2307	    1.9695
20010326 000000	   -4.5379	    7.2850	    0.3863
20010327 000000	   -9.4265	    8.6092	   -9.2569
20010328 000000	   -8.7251	   13.9635	   -3.2202
20010329 000000	   -3.5937	   13.5578	   -9.2534
20010330 000000	   -7.6823	    7.4820	   -7.0566
20010331 000000	   -6.2709	   12.2463	   -6.2798
20010401 000000	   -6.1995	   10.0406	   -2.9131
20010402 000000	   -4.8881	   10.5748	   -6.0063
20010403 000000	   -7.4967	    3.8591	   -4.9395
20010404 000000	   -5.4753	   12.0034	   -1.4827
20010405 000000	   -5.2240	   13.0576	   -0.2560
20010406 000000	   -7.2626	    9.2019	   -1.3492
20010407 000000	   -6.4712	    6.9662	    4.2076
20010408 000000	   -4.7198	    7.5004	   -1.3656
20010409 000000	   -5.8284	    4.8347	   -6.1189
